"100.N.60min.1.bam" "100.N.60min.2.bam" "100.N.60min.3.bam" "500.N.10min.1.bam" "500.N.10min.2.bam" "500.N.10min.3.bam" "500.N.20min.1.bam" "500.N.20min.2.bam" "500.N.20min.3.bam" "500.N.60min.1.bam" "500.N.60min.2.bam" "500.N.60min.3.bam"
"STM14_1409" 4012 4098 5655 923 148 463 1036 655 1670 3268 3284 5244
"STM14_1410" 2924 3136 3133 1755 243 437 730 614 703 1768 1520 1519
"STM14_1411" 762 752 955 392 57 135 197 137 196 744 741 631
"STM14_1412" 2568 2645 3044 1015 184 452 615 434 602 2454 2191 2098
"STM14_1413" 344 378 486 65 14 38 50 35 55 386 377 412
"STM14_1414" 237 248 308 68 6 37 37 21 47 214 196 258
"STM14_1415" 427 532 625 95 34 53 84 69 99 496 488 629
"STM14_1416" 67766 56612 81286 6230 1606 5549 10836 7341 13686 85042 81057 86599
"STM14_1417" 106 161 182 22 3 9 15 13 20 155 221 273
"STM14_1418" 41 55 46 8 0 6 6 1 6 37 49 59
"STM14_1419" 113 182 136 17 1 5 13 5 15 68 89 96
"STM14_1420" 67 73 62 4 4 3 3 3 7 27 35 30
"STM14_1421" 73 75 66 7 1 3 9 7 6 36 37 40
"STM14_1422" 193 246 213 23 2 10 15 11 15 97 73 101
"STM14_1423" 619 775 642 41 12 33 49 32 55 271 236 321
"STM14_1424" 82 100 101 2 0 8 6 3 6 44 37 59
"STM14_1425" 65 89 71 1 0 2 6 3 3 37 22 46
"STM14_1426" 43 67 65 8 1 2 5 2 5 34 30 48
"STM14_1427" 1 3 3 1 0 1 4 0 0 2 6 7
"STM14_1428" 5378 5296 6413 2068 457 1309 1564 1083 1660 7151 6968 7804
"STM14_1429" 937 947 1131 348 77 241 250 217 335 1280 1221 1472
"STM14_1430" 48 52 63 6 2 0 11 6 4 40 24 43
"STM14_1431" 203 252 245 16 5 14 20 22 18 179 192 243
"STM14_1432" 213 295 238 18 3 10 28 8 34 182 144 234
"STM14_1433" 182 214 205 19 4 12 24 17 25 146 107 146
"STM14_1434" 156 180 183 8 3 8 15 9 26 95 85 108
"STM14_1435" 88 124 117 8 2 3 10 4 8 58 47 80
"STM14_1436" 151 181 173 10 5 11 17 5 19 150 137 164
"STM14_1437" 119 134 140 9 0 11 11 6 12 79 90 120
"STM14_1438" 154 196 158 22 4 14 25 19 44 208 161 214
"STM14_1439" 452 470 572 60 20 39 95 55 115 808 993 1169
"STM14_1440" 298 284 338 36 10 17 56 29 71 593 651 847
"STM14_1441" 190 147 222 19 3 13 18 20 49 364 510 672
"STM14_1442" 9 5 4 0 0 0 0 0 0 11 33 29
"STM14_1443" 8 15 9 1 0 0 0 1 1 16 45 44
"STM14_1444" 41 45 53 5 1 4 5 5 9 102 176 205
"STM14_1445" 40 48 63 13 4 5 6 5 14 49 39 55
"STM14_1446" 132 136 164 10 2 10 14 6 12 109 142 198
"STM14_1447" 105 128 156 21 6 15 23 10 44 107 88 142
"STM14_1448" 49 49 45 13 1 6 7 5 11 51 49 86
"STM14_1449" 168 186 215 33 13 26 17 15 33 171 178 222
"STM14_1450" 4 2 3 1 0 0 0 0 1 2 3 10
"STM14_1451" 9 8 14 1 0 0 1 1 1 8 8 10
"STM14_1452" 0 0 1 1 0 0 0 0 0 3 4 4
"STM14_1453" 27 26 23 4 0 6 2 6 3 47 70 79
"STM14_1454" 119 176 185 41 10 26 47 28 30 232 202 247
"STM14_1455" 8 8 13 1 0 0 1 0 2 16 25 22
"STM14_1456" 78 89 67 21 3 8 10 7 15 87 143 171
"STM14_1457" 6 7 11 1 0 0 0 0 2 8 8 11
"STM14_1458" 160 160 154 26 8 23 21 15 30 162 209 240
"STM14_1459" 64 71 102 13 4 15 13 8 15 80 95 111
"STM14_1460" 39 49 58 3 1 6 5 3 2 27 35 36
"STM14_1461" 134 149 204 18 3 14 18 11 24 135 158 197
"STM14_1462" 31 34 37 4 2 2 2 1 2 26 34 37
"STM14_1463" 29 23 44 4 0 2 3 2 2 42 49 54
"STM14_1464" 682 606 785 214 36 220 153 91 271 440 401 550
"STM14_1465" 2030 2056 2602 397 124 333 384 287 534 2143 2372 2800
"STM14_1466" 83 98 108 11 0 21 9 10 18 101 72 97
"STM14_1467" 319 379 432 44 7 35 54 21 68 394 377 430
"STM14_1468" 23 17 30 4 2 2 4 5 6 28 38 42
"STM14_1469" 14 8 13 3 2 1 1 1 1 11 25 24
"STM14_1470" 335 331 369 45 11 38 59 30 66 358 378 449
"STM14_1471" 40 31 39 8 1 2 4 4 5 34 27 41
"STM14_1472" 103 126 118 11 0 18 20 10 23 114 102 113
"STM14_1473" 20 25 23 3 0 0 1 1 1 23 36 25
"STM14_1474" 22 14 15 1 0 4 3 1 7 28 47 32
"STM14_1475" 76 85 118 5 3 13 8 13 14 106 113 118
"STM14_1476" 7 14 10 4 0 3 2 2 1 13 5 5
"STM14_1477" 1 2 3 1 0 0 0 0 0 0 2 0
"STM14_1478" 114 105 126 21 5 10 15 9 16 164 232 260
"STM14_1479" 43 37 52 9 0 4 5 8 14 83 125 177
"STM14_1480" 60 86 100 9 2 4 5 5 13 77 94 122
"STM14_1481" 9 7 5 0 0 0 1 1 3 10 16 18
"STM14_1482" 14 17 19 2 1 0 2 0 5 27 42 38
"STM14_1483" 109 121 145 21 5 11 17 12 14 184 226 294
"STM14_1484" 215 252 342 6 0 14 9 7 21 138 157 275
"STM14_1485" 2858 2467 3032 256 101 255 493 465 640 3193 3389 3523
"STM14_1486" 315 377 358 21 6 4 18 17 34 206 235 319
"STM14_1487" 17 13 15 0 0 0 1 0 1 10 25 28
"STM14_1488" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_1489" 5 3 2 1 0 0 1 0 0 14 34 45
"STM14_1490" 32 30 50 7 2 2 12 2 3 165 275 342
"STM14_1492" 387 415 523 70 12 45 55 29 90 528 573 695
"STM14_1493" 351 355 464 55 9 13 46 54 53 522 527 702
"STM14_1494" 13 10 28 1 0 1 3 2 0 31 36 41
"STM14_1495" 16 16 20 9 1 1 0 0 6 43 76 88
"STM14_1496" 0 1 1 1 0 0 1 0 0 3 6 10
"STM14_1497" 4 2 4 1 0 0 1 1 0 10 16 22
"STM14_1498" 0 1 0 0 0 0 0 0 0 3 18 10
"STM14_1499" 8 7 12 4 0 0 3 0 5 6 12 27
"STM14_1500" 12 11 34 2 0 2 6 3 9 19 30 91
"STM14_1501" 442 639 657 25 7 8 53 31 85 439 558 1325
"STM14_1502" 7 12 9 4 0 1 2 3 3 20 41 38
"STM14_1504" 77 92 104 6 0 2 6 6 7 81 116 134
"STM14_1505" 721 802 1006 144 36 68 151 114 154 713 742 1396
"STM14_1506" 13 25 27 5 0 2 4 1 8 30 71 84
"STM14_1507" 40 44 47 5 3 3 5 5 6 54 65 88
"STM14_1508" 34 52 61 8 3 2 6 3 2 72 91 139
"STM14_1509" 408 470 579 80 26 150 282 95 384 544 402 486
"STM14_1510" 18 14 35 3 1 8 9 9 19 23 28 36
"STM14_1511" 69 72 76 15 3 8 15 9 12 106 156 224
"STM14_1512" 581 761 458 50 9 36 80 66 97 425 590 981
"STM14_1513" 362 485 372 89 25 113 95 57 150 465 407 597
"STM14_1514" 26 54 52 10 6 7 8 7 2 58 55 110
"STM14_1515" 177 199 204 28 15 25 20 10 41 186 280 336
"STM14_1516" 75 64 58 9 1 8 13 2 6 60 84 109
"STM14_1517" 34 29 47 3 2 6 5 6 8 37 36 50
"STM14_1518" 35 57 47 3 0 6 7 3 5 32 45 49
"STM14_1519" 77 96 88 4 5 6 8 2 7 49 68 84
"STM14_1520" 1248 1322 1654 57 15 88 88 39 115 533 515 901
"STM14_1521" 1168 1433 1454 74 16 44 73 33 74 579 621 1113
"STM14_1523" 191 211 260 31 12 38 33 16 48 146 158 207
"STM14_1524" 2 0 0 0 0 0 0 0 0 0 0 1
"STM14_1525" 41 53 76 2 1 6 11 3 11 56 55 65
"STM14_1526" 83 105 122 3 1 4 8 6 12 87 92 93
"STM14_1527" 418 493 567 89 21 51 54 40 88 524 581 735
"STM14_1528" 1222 1542 1916 132 16 83 90 47 136 861 633 825
"STM14_1529" 2913 3622 4244 265 32 126 198 130 222 1739 1191 1652
"STM14_1530" 1 8 2 1 0 1 1 2 1 8 14 16
"STM14_1531" 100 195 165 6 1 4 5 4 16 76 94 255
"STM14_1532" 816 946 1090 199 27 94 168 77 197 932 881 1195
"STM14_1533" 6 9 10 2 2 4 6 2 2 14 10 24
"STM14_1534" 24 34 27 7 2 3 8 6 13 49 36 37
"STM14_1535" 60 59 101 9 1 2 8 8 25 80 81 84
"STM14_1536" 2 0 0 2 0 0 1 0 2 3 4 0
"STM14_1537" 28 33 41 11 2 7 8 5 10 58 53 65
"STM14_1538" 8 9 11 0 1 0 2 0 2 10 11 24
"STM14_1539" 1337 1813 2042 105 19 50 102 49 158 694 547 751
"STM14_1540" 27 37 36 14 2 4 3 1 11 29 33 44
"STM14_1541" 5 8 6 2 0 0 1 0 2 12 17 21
"STM14_1542" 61 88 85 9 7 8 19 10 20 94 110 120
"STM14_1543" 185 196 262 43 4 24 27 26 45 258 228 296
"STM14_1544" 364 419 480 76 12 40 59 40 111 403 418 468
"STM14_1545" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_1546" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_1547" 41 52 51 8 1 2 3 4 10 54 63 91
"STM14_1548" 219 254 290 27 10 19 32 23 32 382 405 477
"STM14_1549" 87 84 105 41 2 12 16 12 20 122 162 172
"STM14_1550" 98 96 103 33 9 14 34 21 30 133 112 112
"STM14_1551" 93 106 101 24 4 15 21 15 27 110 107 108
"STM14_1552" 578 670 751 143 21 90 141 123 162 661 676 731
"STM14_1553" 1059 1002 1411 360 88 223 300 229 319 1321 1276 1525
"STM14_1554" 24 31 30 2 0 1 1 0 7 33 54 60
"STM14_1555" 22 28 34 6 0 3 12 2 15 24 36 53
"STM14_1556" 2953 3569 4329 91 29 74 182 79 252 2811 2740 3862
"STM14_1557" 252 345 383 4 0 6 9 10 10 223 208 354
"STM14_1558" 9971 11038 14010 201 38 172 428 170 502 10173 9349 13363
"STM14_1559" 19 19 30 1 0 0 5 1 5 33 21 33
"STM14_1560" 7428 7981 8541 926 165 494 805 578 995 5679 5110 5829
"STM14_1561" 80 89 96 14 2 5 14 13 9 69 113 129
"STM14_1562" 302 373 396 57 15 34 45 26 57 314 317 346
"STM14_1563" 638 681 747 216 43 220 241 134 194 655 571 780
"STM14_1564" 121 118 124 43 8 36 43 35 47 120 119 144
"STM14_1565" 31415 30834 35117 15467 3606 15289 15094 9814 17625 23494 19770 25205
"STM14_1566" 732 831 1085 296 49 493 267 205 489 606 460 688
"STM14_1567" 3774 3736 4937 754 207 873 1102 653 1388 4741 4619 5088
"STM14_1568" 3742 3429 4585 642 170 689 1009 674 1204 4425 4081 4321
"STM14_1569" 223 213 255 35 13 28 52 28 75 301 326 331
"STM14_1570" 386 435 450 72 15 57 67 33 69 347 321 361
"STM14_1571" 530 618 680 114 22 88 129 64 129 502 430 488
"STM14_1572" 22 21 30 5 0 3 1 1 9 28 23 20
"STM14_1573" 1160 1065 1354 223 56 198 239 122 224 1216 1181 1331
"STM14_1574" 434 515 612 59 28 74 98 51 114 488 489 558
"STM14_1575" 1127 1129 1322 236 73 186 299 162 267 1289 1335 1451
"STM14_1576" 1027 1127 1248 239 73 194 292 137 225 1070 1153 1212
"STM14_1577" 722 868 1017 96 18 76 83 61 96 758 770 990
"STM14_1578" 111 145 140 19 4 23 20 15 38 110 113 180
"STM14_1579" 202 206 220 56 10 34 43 28 55 195 234 281
"STM14_1580" 682 800 923 186 60 178 204 112 163 677 696 790
"STM14_1581" 6 5 7 1 2 4 3 0 1 17 27 13
"STM14_1582" 1359 1364 2245 20 11 45 78 30 102 1856 2241 2881
"STM14_1583" 884 912 1294 8 4 34 48 20 42 1116 1334 1619
"STM14_1584" 859 993 1251 9 4 42 38 10 26 1228 1483 1643
"STM14_1585" 403 468 636 7 6 25 20 4 21 642 653 694
"STM14_1586" 113 152 172 4 1 5 5 0 1 214 181 233
"STM14_1587" 17 23 24 0 0 0 0 0 1 36 41 38
"STM14_1588" 7106 10198 9471 534 183 273 2889 1926 3777 12784 10249 24468
"STM14_1589" 500 646 700 109 18 41 295 184 426 955 816 1434
"STM14_1590" 1613 1764 2103 223 55 276 302 189 415 1223 1357 1981
"STM14_1591" 1 1 1 4 0 2 1 0 1 7 12 13
"STM14_1592" 6948 8646 9516 568 93 327 625 298 915 4140 3670 6288
"STM14_1593" 10 12 22 1 1 3 1 3 1 11 12 19
"STM14_1594" 496 572 638 145 29 120 189 83 267 492 511 621
"STM14_1595" 500 513 673 136 31 152 197 90 270 569 491 616
"STM14_1596" 204 174 245 38 15 49 69 40 69 149 150 203
"STM14_1597" 395 376 476 69 22 59 110 49 166 296 220 344
"STM14_1598" 958 956 1102 113 39 134 236 98 255 721 640 700
"STM14_1599" 708 648 842 76 30 80 169 80 174 639 606 714
"STM14_1600" 7662 9720 10772 482 74 305 577 292 593 2696 2809 5688
"STM14_1601" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_1602" 120 81 109 18 3 13 25 5 44 190 219 266
"STM14_1603" 191 177 235 38 6 24 46 45 53 227 237 296
"STM14_1604" 2037 3124 2364 32 8 30 28 18 35 3662 2603 1465
"STM14_1605" 63 78 83 15 1 7 16 10 10 156 151 200
"STM14_1606" 735 802 916 114 28 84 113 55 136 773 576 693
"STM14_1607" 660 700 840 50 8 47 65 42 84 748 615 727
"STM14_1608" 1037 1221 1439 75 9 71 152 79 195 1287 1279 1594
"STM14_1609" 315 370 425 20 1 25 33 15 32 357 361 456
"STM14_1610" 1604 2066 2346 92 19 108 168 79 141 1660 1654 2096
"STM14_1611" 174 136 227 134 11 39 44 39 47 165 187 243
"STM14_1612" 1387 1410 1225 58 7 20 51 27 82 216 328 331
"STM14_1613" 16 11 11 0 0 0 2 1 3 5 19 13
"STM14_1614" 120 106 106 17 9 10 33 27 24 88 150 234
"STM14_1615" 14 18 10 6 0 4 4 5 8 33 56 65
"STM14_1616" 488 550 571 265 60 128 148 94 169 374 351 416
"STM14_1617" 12 1 8 0 0 1 5 1 3 24 32 40
"STM14_1618" 9 12 10 4 0 1 4 3 5 23 20 23
"STM14_1619" 14491 14286 16304 5612 1262 2652 3222 2412 3950 14586 14462 16801
"STM14_1620" 24761 23416 30588 11118 2383 5247 6895 5054 7665 32027 29028 31783
"STM14_1621" 21589 19503 24104 8186 1919 4139 5107 3629 5550 25215 23871 26580
"STM14_1622" 27916 23336 29676 10071 1877 4614 5805 4208 7107 31806 31569 32580
"STM14_1623" 146 160 167 68 11 31 41 18 48 124 93 119
"STM14_1624" 1351 1423 1759 755 160 290 410 276 383 931 660 808
"STM14_1625" 5749 5807 7633 2376 454 911 1359 993 1640 4079 3380 4189
"STM14_1626" 5218 5741 6909 990 170 519 881 478 1048 5173 4521 5953
"STM14_1627" 85 103 119 18 4 8 18 10 12 75 81 86
"STM14_1628" 312 348 436 25 6 22 30 23 30 148 165 205
"STM14_1629" 234 326 321 12 5 17 22 9 15 154 154 221
"STM14_1630" 261 291 362 30 7 20 30 15 40 215 296 432
"STM14_1631" 27 34 44 10 0 6 10 2 4 36 25 55
"STM14_1632" 279 317 403 54 7 27 39 23 56 294 254 405
"STM14_1633" 1177 1229 1393 121 23 110 144 77 184 1005 1072 1632
"STM14_1634" 102 119 159 11 7 11 14 5 11 100 89 133
"STM14_1635" 595 559 707 67 12 34 53 39 53 367 383 518
"STM14_1636" 40 34 51 2 0 1 4 3 3 22 15 33
"STM14_1637" 478 510 717 34 7 32 49 29 57 315 332 497
"STM14_1638" 4 5 6 0 0 0 1 0 2 7 8 9
"STM14_1639" 26087 25961 29833 1336 336 1090 2135 1128 2676 11509 8934 10543
"STM14_1640" 470 506 643 30 11 23 38 30 42 309 300 380
"STM14_1641" 3 4 9 0 0 0 1 0 0 3 6 13
"STM14_1642" 32 23 23 2 1 1 3 2 5 20 43 55
"STM14_1643" 17 28 27 6 1 2 4 1 1 22 37 32
"STM14_1644" 28 29 37 7 1 4 5 1 11 42 44 76
"STM14_1645" 3 4 5 5 0 0 2 1 2 8 14 10
"STM14_1646" 44 80 65 12 1 2 11 7 13 81 114 138
"STM14_1647" 130 140 170 19 2 6 14 9 19 125 140 166
"STM14_1648" 77 81 116 9 0 9 7 7 2 88 85 114
"STM14_1649" 188 221 260 37 4 16 29 12 35 271 235 296
"STM14_1650" 62 69 53 11 2 4 9 5 7 68 103 114
"STM14_1651" 10 12 12 1 0 2 2 3 5 23 40 44
"STM14_1652" 0 0 0 0 0 0 1 0 0 1 2 1
"STM14_1653" 1 0 0 0 0 0 0 0 0 1 3 2
"STM14_1654" 4 5 11 4 0 3 1 3 1 22 40 39
"STM14_1655" 6 10 9 0 0 2 4 2 4 7 21 30
"STM14_1657" 420 456 552 49 15 33 55 20 58 397 430 491
"STM14_1658" 5 1 3 0 1 0 1 0 0 1 6 7
"STM14_1659" 1211 1281 1678 213 53 131 161 87 153 892 921 1016
"STM14_1660" 200 201 289 19 7 17 15 8 18 170 138 168
"STM14_1661" 442 502 678 94 13 56 72 51 92 327 304 364
"STM14_1662" 43 78 133 24 7 13 7 3 14 47 44 88
"STM14_1663" 323 382 556 5 4 12 14 7 12 232 244 375
"STM14_1664" 1475 1715 2122 20 18 31 62 26 63 1019 1045 1712
"STM14_1665" 554 645 783 15 1 6 17 14 26 363 343 531
"STM14_1666" 998 1073 1391 24 8 20 34 16 41 670 623 1033
"STM14_1667" 610 756 925 14 6 18 24 8 28 421 402 704
"STM14_1668" 193 210 274 6 2 4 12 2 9 164 123 210
"STM14_1669" 867 1041 1297 58 16 79 68 38 87 908 814 1070
"STM14_1670" 103 102 156 18 3 15 18 9 14 293 316 408
"STM14_1671" 75805 74792 100622 25870 4552 19029 19800 12724 29623 75696 62818 76312
"STM14_1672" 3639 4501 4849 3346 671 1503 1147 906 1137 2056 1998 3211
"STM14_1673" 156 173 196 32 3 8 25 18 35 173 246 285
"STM14_1674" 145 132 156 8 3 6 18 16 17 168 259 286
"STM14_1675" 159 148 202 3 7 2 13 0 5 124 149 148
"STM14_1676" 139 149 156 4 3 2 9 3 11 87 131 121
"STM14_1677" 45 44 57 7 2 3 4 2 16 40 99 119
"STM14_1678" 7 4 7 1 0 1 0 0 2 11 13 11
"STM14_1679" 6 6 7 1 0 0 2 0 1 8 9 23
"STM14_1680" 327 378 478 62 33 109 91 32 105 276 367 390
"STM14_1681" 28 55 51 9 5 16 7 5 15 44 52 58
"STM14_1682" 61 69 117 34 4 15 22 11 27 92 96 84
"STM14_1683" 1566 2062 2708 82 22 75 135 54 125 1536 1438 2034
"STM14_1684" 180 215 243 36 5 25 35 23 48 211 228 312
"STM14_1685" 19 19 19 2 1 1 4 4 10 32 35 52
"STM14_1686" 216 230 280 25 8 19 56 43 76 245 251 348
"STM14_1687" 385 359 541 97 14 47 152 100 158 539 559 711
"STM14_1688" 3 4 12 2 1 0 2 0 0 31 50 35
"STM14_1689" 38 40 37 11 1 4 4 6 9 74 91 125
"STM14_1690" 30 38 53 9 0 5 8 4 7 64 98 116
"STM14_1691" 24 30 35 9 0 4 6 3 9 32 42 43
"STM14_1692" 240 175 292 45 19 82 93 50 108 460 505 581
"STM14_1693" 11 23 19 3 1 1 7 9 2 32 38 55
"STM14_1694" 44 39 56 14 3 2 14 11 11 75 95 107
"STM14_1695" 24 32 28 9 2 2 13 5 7 47 50 70
"STM14_1696" 72 82 87 19 6 11 16 17 29 119 109 149
"STM14_1697" 26 22 26 4 0 3 6 2 5 52 37 42
"STM14_1698" 43 41 45 6 0 5 6 2 6 57 47 57
"STM14_1699" 32 18 25 4 0 2 5 4 8 53 61 78
"STM14_1700" 39 30 30 6 0 0 5 2 6 41 64 72
"STM14_1701" 27 24 54 4 0 4 6 5 9 44 56 85
"STM14_1702" 4 2 4 1 0 1 1 0 0 15 9 18
"STM14_1703" 5 6 4 1 0 0 2 1 1 14 19 26
"STM14_1704" 9 16 12 1 0 3 1 3 2 14 15 35
"STM14_1705" 19 16 25 5 2 0 6 6 1 47 64 58
"STM14_1706" 21 10 18 9 1 1 9 3 4 46 55 76
"STM14_1707" 22 23 22 4 2 2 9 1 2 61 66 82
"STM14_1708" 79 76 109 26 4 7 12 19 28 210 222 253
"STM14_1709" 11 16 23 4 2 1 2 6 7 55 53 79
"STM14_1710" 107 142 153 47 1 11 33 18 33 201 190 286
"STM14_1711" 152 172 213 31 5 13 27 21 21 180 204 239
"STM14_1712" 15 30 29 7 0 0 5 6 3 29 31 50
"STM14_1713" 22 21 34 6 0 0 2 2 3 23 53 41
"STM14_1714" 131 152 180 32 7 16 19 11 15 187 235 327
"STM14_1715" 36 40 61 11 0 6 11 8 13 81 170 160
"STM14_1716" 8 10 18 4 0 0 2 1 1 34 56 77
"STM14_1717" 13 20 37 5 2 2 8 4 4 51 129 195
"STM14_1718" 35 31 64 7 0 5 9 5 14 200 364 479
"STM14_1719" 19 19 16 2 2 2 10 5 10 56 123 132
"STM14_1722" 612 672 873 70 15 44 63 48 65 727 789 805
"STM14_1723" 180 188 229 60 12 34 34 23 45 174 164 251
"STM14_1724" 2408 3071 3624 118 33 85 175 76 252 1283 1427 2149
"STM14_1725" 260 262 343 18 4 24 28 12 15 300 310 312
"STM14_1726" 55 73 90 19 2 17 21 7 22 96 105 125
"STM14_1727" 500 434 555 146 21 52 74 61 73 399 410 410
"STM14_1728" 922 987 1420 185 24 156 179 88 304 1060 805 949
"STM14_1729" 3543 3562 3726 707 137 509 701 540 993 4095 3849 4740
"STM14_1730" 486 596 694 133 36 68 109 70 91 285 289 372
"STM14_1731" 3647 3784 4017 848 183 594 693 418 838 3147 2559 2674
"STM14_1732" 757 769 952 342 58 152 163 144 195 613 614 743
"STM14_1733" 1184 1167 1505 177 38 128 192 112 223 1028 969 1185
"STM14_1734" 520 505 577 78 28 88 120 81 89 402 452 487
"STM14_1735" 150 126 167 29 6 26 44 21 49 195 264 295
"STM14_1736" 60 80 137 5 2 4 5 5 16 98 99 186
"STM14_1737" 540 569 653 107 21 97 124 54 130 466 532 729
"STM14_1738" 653 788 983 36 8 63 40 21 55 416 357 494
"STM14_1739" 355 370 484 48 10 37 34 20 40 226 301 366
"STM14_1740" 216 264 303 27 15 29 27 23 34 165 190 259
"STM14_1741" 36 62 70 3 1 7 7 4 6 42 65 117
"STM14_1742" 1040 1177 1249 178 42 120 153 75 167 589 561 747
"STM14_1743" 3706 3791 5253 709 153 529 802 376 1125 2938 2909 4156
"STM14_1744" 222 236 316 22 4 18 40 14 39 224 256 398
"STM14_1745" 173 161 195 24 2 14 36 17 51 163 198 273
"STM14_1746" 425 468 584 87 10 55 78 53 97 293 307 471
"STM14_1747" 4387 4187 5268 1005 216 709 965 561 1206 3707 4030 4684
"STM14_1748" 741 802 868 136 22 122 150 79 148 559 556 663
"STM14_1749" 1657 1949 2009 139 30 100 201 98 250 1036 1096 1353
"STM14_1750" 1992 2219 2606 411 85 253 227 173 274 1065 1128 1540
"STM14_1751" 2 1 2 4 0 3 1 0 2 14 17 32
"STM14_1752" 354 375 362 196 44 80 88 88 99 355 313 298
"STM14_1753" 481 401 502 234 42 91 116 78 120 484 374 347
"STM14_1754" 384 435 428 186 30 97 102 79 76 386 337 264
"STM14_1755" 373 405 431 195 38 84 85 72 91 424 366 331
"STM14_1756" 815 895 999 435 90 187 182 190 179 1204 954 865
"STM14_1757" 248 249 267 111 30 63 62 46 58 329 377 366
"STM14_1758" 719 741 830 297 49 141 187 161 213 1237 1115 1171
"STM14_1759" 644 660 833 317 66 118 167 137 214 1072 1183 1268
"STM14_1760" 262 257 306 135 29 62 80 51 90 338 376 494
"STM14_1761" 131 148 219 83 19 41 57 29 60 180 142 166
"STM14_1762" 1211 1302 1474 190 48 161 243 134 236 1336 1234 1368
"STM14_1763" 1057 1028 1322 488 89 306 284 227 283 1202 1102 1165
"STM14_1764" 22 22 25 15 0 4 6 1 3 30 32 27
"STM14_1765" 32 24 31 9 0 5 5 1 14 28 31 32
"STM14_1766" 59 98 77 12 1 11 15 14 10 72 62 74
"STM14_1767" 118 124 165 35 6 14 20 8 18 94 99 96
"STM14_1768" 4956 5104 6018 1021 284 771 848 622 1015 4767 4287 5094
"STM14_1769" 1856 1910 2116 333 97 282 331 264 383 1660 1465 1533
"STM14_1770" 12180 11778 12918 2127 629 2909 3082 1880 2974 13816 13671 13466
"STM14_1771" 249 259 285 34 5 40 63 39 46 349 313 315
"STM14_1772" 5425 5605 6132 467 155 602 882 485 840 7271 6480 6203
"STM14_1773" 549 511 588 72 22 59 103 55 96 693 618 670
"STM14_1774" 92 112 125 28 3 14 17 13 25 100 138 108
"STM14_1775" 27 33 28 2 0 1 2 1 2 34 62 64
"STM14_1776" 0 0 0 0 0 0 0 0 0 2 2 1
"STM14_1777" 131 118 147 23 5 15 38 15 45 159 301 447
"STM14_1778" 8 4 13 8 1 2 5 0 1 24 29 30
"STM14_1779" 516 533 738 232 46 95 159 99 177 407 547 766
"STM14_1780" 40 53 70 18 3 12 7 9 8 51 56 57
"STM14_1781" 75 52 86 50 6 11 10 12 6 83 119 96
"STM14_1782" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_1783" 4 3 11 0 0 1 1 1 0 7 9 3
"STM14_1784" 45 26 40 16 2 3 4 4 12 26 22 24
"STM14_1785" 1751 1735 2045 439 100 315 338 199 330 1483 1570 1671
"STM14_1786" 14 8 21 4 1 4 3 0 3 17 24 27
"STM14_1787" 1637 1787 2089 374 96 263 270 152 223 1957 1874 1881
"STM14_1788" 1117 1193 1218 199 48 194 127 85 115 1075 913 957
"STM14_1789" 151 158 168 34 4 18 18 24 33 241 307 337
"STM14_1790" 151 164 187 51 12 24 35 23 64 271 373 456
"STM14_1791" 441 519 528 119 24 27 100 62 95 883 1422 1757
"STM14_1792" 196 179 211 53 7 13 31 28 56 368 595 676
"STM14_1793" 473 485 574 76 8 27 48 32 66 678 1023 1132
"STM14_1794" 5 11 5 0 0 0 1 4 2 35 87 97
"STM14_1795" 13 33 23 4 2 4 4 8 6 22 47 46
"STM14_1796" 21 13 16 6 0 2 0 2 5 34 53 61
"STM14_1797" 206 212 302 25 7 31 23 13 21 305 346 468
"STM14_1798" 53 57 92 9 3 6 9 5 5 109 153 190
"STM14_1799" 339 372 448 66 20 108 91 39 126 317 356 547
"STM14_1800" 59 75 79 10 1 15 23 2 23 62 99 126
"STM14_1801" 56 73 74 12 1 8 11 5 10 72 66 94
"STM14_1802" 2158 2746 3368 28 5 40 108 73 128 745 809 1928
"STM14_1803" 542 674 848 9 4 6 22 10 35 194 193 476
"STM14_1804" 1036 1304 1737 33 5 9 68 31 75 357 394 1011
"STM14_1805" 617 821 1131 15 5 5 53 29 59 208 272 610
"STM14_1806" 505 514 653 96 22 60 73 59 96 594 594 618
"STM14_1807" 181 180 190 31 7 16 16 19 24 207 234 226
"STM14_1808" 19 17 35 8 1 1 2 0 2 6 11 20
"STM14_1809" 77 64 90 19 2 7 7 7 13 49 68 104
"STM14_1810" 0 0 0 0 0 0 1 0 0 0 0 3
"STM14_1811" 138 161 173 28 7 16 29 15 25 125 191 239
"STM14_1812" 837 932 1090 101 37 81 172 95 212 706 619 867
"STM14_1813" 1024 1093 1257 250 52 156 214 181 287 1468 1518 1573
"STM14_1814" 3372 3107 3610 733 135 365 669 436 793 4767 4820 4798
"STM14_1815" 2374 2294 2747 483 110 326 593 454 598 3443 3092 3305
"STM14_1816" 2 0 2 0 0 0 1 0 0 2 2 1
"STM14_1817" 31 40 54 6 1 3 10 5 12 25 31 42
"STM14_1818" 368 321 403 81 23 60 89 52 106 209 267 213
